ID_CLIENT,FREQ,TOTAL_SPEND,TRAFFIC,AVG_BASKET,SCORE_IMPACT
-9.11574e+18,5,181.67,5,36.333999999999996,2.6826703320477705
-9.11562e+18,1,14.97,1,14.97,0.696246565113725
-9.11542e+18,9,424.16,8,47.128888888888895,4.32496190137075
-9.11511e+18,3,215.75,3,71.91666666666667,2.648676113323828
-9.1151e+18,2,28.78,2,14.39,1.0700908357459542
-9.11472e+18,1,28.98,1,28.98,0.986719629144963
-9.11435e+18,2,208.49,2,104.245,2.933078499452371
-9.11415e+18,1,162.0,1,162.0,3.7446587424522644
-9.11414e+18,5,333.40000000000003,5,66.68,3.3118420380500515
-9.11404e+18,1,78.4,1,78.4,2.011357660866861
-9.11384e+18,1,87.5,1,87.5,2.2000303862547455
-9.11373e+18,1,29.5,1,29.5,0.9975009277385566
-9.11332e+18,4,331.98,4,82.995,3.2642357162066538
-9.1132e+18,1,29.98,1,29.98,1.0074528956711042
-9.11278e+18,1,136.75,1,136.75,3.2211437626671993
-9.11257e+18,1,27.5,1,27.5,0.9560343946862739
-9.1119e+18,1,28.0,1,28.0,0.9664010279493447
-9.11182e+18,2,154.47,2,77.235,2.3730729705812976
-9.1113e+18,1,156.8,1,156.8,3.6368457565163306
-9.11124e+18,2,177.68,2,88.84,2.6136825286171663
-9.11114e+18,1,144.6,1,144.6,3.3838999048974077
-9.11029e+18,2,36.99,2,18.495,1.155200894835764
-9.11024e+18,1,60.89,1,60.89,1.6483181639941287
-9.11011e+18,1,79.0,1,79.0,2.0237976207825454
-9.10996e+18,2,618.9,2,309.45,7.187648456949175
-9.10966e+18,2,119.59,2,59.795,2.0114848023653953
-9.10947e+18,3,184.26,3,61.419999999999995,2.4310459256877657
-9.10933e+18,1,39.0,1,39.0,1.1944669597368978
-9.10924e+18,1,53.57,1,53.57,1.496550653022775
-9.10913e+18,1,81.75,1,81.75,2.0808141037294337
-9.10909e+18,1,86.25,1,86.25,2.174113803097069
-9.10904e+18,1,41.0,1,41.0,1.23593349278918
-9.10899e+18,1,259.3,1,259.3,5.762005575445802
-9.10801e+18,1,64.99,1,64.99,1.7333245567513076
-9.108e+18,10,347.34,10,34.733999999999995,4.578844931692901
-9.10784e+18,2,50.9,2,25.45,1.299400763525076
-9.1078e+18,2,496.32,2,248.16,5.916906551561981
-9.10767e+18,1,62.9,1,62.9,1.6899920297116722
-9.10744e+18,2,160.0,2,80.0,2.4304004525260785
-9.10731e+18,8,646.46,8,80.8075,4.762359956550285
-9.10719e+18,1,39.9,1,39.9,1.2131268996104247
-9.10715e+18,7,1487.84,7,212.54857142857142,7.107913137700869
-9.10695e+18,1,156.0,1,156.0,3.620259143295417
-9.10676e+18,5,768.13,5,153.626,5.1145166294319235
-9.10663e+18,11,529.83,10,48.16636363636364,5.118211272259067
-9.10662e+18,2,213.23000000000002,2,106.61500000000001,2.982216341119326
-9.10661e+18,1,34.99,1,34.99,1.1113265609670717
-9.10658e+18,1,95.2,1,95.2,2.3596765385060334
-9.10646e+18,2,0.0,2,0.0,0.7717391304347826
-9.10613e+18,1,11.14,1,11.14,0.6168381543186042
-9.10587e+18,2,100.14,2,50.07,1.809853785398672
-9.10585e+18,1,115.0,1,115.0,2.7701952157236285
-9.10577e+18,2,105.99,2,52.995,1.8704985899876347
-9.10572e+18,1,79.9,1,79.9,2.042457560656073
-9.1056e+18,1,100.99000000000001,1,100.99000000000001,2.4797221516923904
-9.10523e+18,1,99.0,1,99.0,2.4384629513053695
-9.10519e+18,1,17.99,1,17.99,0.7588610300226714
-9.10499e+18,9,330.78000000000003,9,36.75333333333334,4.234842742680631
-9.10436e+18,1,18.98,1,18.98,0.7793869638835511
-9.10415e+18,1,45.97,1,45.97,1.338977827424102
-9.10404e+18,1,109.5,1,109.5,2.656162249829852
-9.10369e+18,1,21.97,1,21.97,0.8413794307967133
-9.10368e+18,1,148.2,1,148.2,3.4585396643915156
-9.10261e+18,3,28.12,2,9.373333333333333,1.2269485138905374
-9.10228e+18,1,33.0,1,33.0,1.0700673605800508
-9.10224e+18,1,23.47,1,23.47,0.8724793305859249
-9.10219e+18,21,1411.84,19,67.23047619047618,9.247168251101751
-9.10194e+18,5,262.76,5,52.552,3.0189224485687283
-9.10151e+18,5,274.17,5,54.834,3.0662357627813823
-9.10146e+18,2,183.75,2,91.875,2.676607992524005
-9.10069e+18,1,14.99,1,14.99,0.6966612304442478
-9.10065e+18,3,174.24,3,58.080000000000005,2.3617968154904543
